id,price_doc
30833,5358103.242971454
30834,4949895.077552631
30835,6377679.878513196
30836,9106699.177749487
30837,5440778.921402332
30838,4376631.876392979
30839,5017067.565336686
30840,9702761.974460956
30841,6940351.15771899
30842,5342168.811454744
30843,4839798.160462443
30844,7308246.538035758
30845,7289904.468571942
30846,4353270.624613862
30847,5876649.278327921
30848,8498031.90284103
30849,4543418.472594038
30850,5440794.487617956
30851,6035513.992298712
30852,6748144.76441293
30853,4268321.694711314
30854,5442963.815788054
30855,5235580.44360929
30856,7443872.180357744
30857,2703187.6493809274
30858,4964867.778671131
30859,7584639.97344133
30860,4724398.677843603
30861,5357025.165613884
30862,6057668.779471872
30863,4916750.005979892
30864,5259290.988311104
30865,7046352.2524332525
30866,9931018.808092885
30867,5091455.122624843
30868,6770106.282126893
30869,4941631.513178043
30870,6740638.675846166
30871,6778672.9854057245
30872,5945155.895900354
30873,4250943.19061294
30874,6091663.499816567
30875,5953467.873757494
30876,4719229.150949717
30877,9539734.924286338
30878,7234091.48637649
30879,8790268.096335245
30880,6595452.441099063
30881,3207287.2694347883
30882,7442587.366871951
30883,2973191.755276224
30884,7234091.48637649
30885,5442963.815788054
30886,12384295.020784128
30887,5566994.053247768
30888,4719229.150949717
30889,5729977.009710906
30890,6728538.492855489
30891,5249639.711323526
30892,5865417.57984652
30893,4964867.778671131
30894,5618377.602222845
30895,5168912.096622632
30896,4287365.560941175
30897,7655938.680614971
30898,5830833.419483344
30899,4653718.198468887
30900,2968604.693137233
30901,5210207.585765686
30902,3207287.2694347883
30903,4592369.5584732
30904,7306155.931007367
30905,7234091.48637649
30906,6159415.6548694335
30907,7687875.159561205
30908,4590863.214609899
30909,11590203.534371156
30910,8397953.56946683
30911,4842374.345751336
30912,5228819.245753352
30913,7605623.748585432
30914,5239046.759362035
30915,5273710.653085416
30916,7450434.5747627225
30917,5806306.783580563
30918,6416437.574446789
30919,6145802.8622278925
30920,4904162.173775624
30921,3888278.889590021
30922,5102328.671943025
30923,3829997.7985937092
30924,5073743.674519236
30925,16360807.501706623
30926,6117984.7842923235
30927,7977979.178656891
30928,5006136.998667789
30929,5043072.307378517
30930,9076370.275523001
30931,7450434.5747627225
30932,4516164.018216487
30933,4002343.6931129023
30934,10254846.24098409
30935,5830833.419483344
30936,4653718.198468887
30937,9404239.371860871
30938,9703224.649236556
30939,19112696.65639798
30940,4584243.792415833
30941,5987054.832487201
30942,4691192.965007811
30943,8022352.543450483
30944,7268751.879404479
30945,4271216.864772027
30946,10053622.783821413
30947,4985374.105603763
30948,8120138.348123536
30949,5195708.842647543
30950,5566994.053247768
30951,14603068.685555266
30952,8839412.2902634
30953,6585716.557831504
30954,5275929.086015584
30955,5100100.548989181
30956,4395203.200526994
30957,5325733.205382823
30958,29813620.82254342
30959,7636439.951718618
30960,6647206.572747479
30961,5764617.138369743
30962,7544608.538394198
30963,4343686.8364302
30964,3842154.5430235453
30965,7265224.336456419
30966,9782928.595518216
30967,10755230.044134043
30968,3980661.3900940884
30969,2879798.643288409
30970,7298481.566421095
30971,9974871.167346299
30972,3591689.9112514965
30973,7662951.1113653835
30974,4613743.53810217
30975,7050795.523293536
30976,8593146.1721261
30977,4817092.110460695
30978,7065321.208200776
30979,3299693.9715907592
30980,11378696.282949599
30981,8155605.511066885
30982,6636292.979179531
30983,4074104.14181285
30984,7234091.48637649
30985,3806202.4765207237
30986,9485068.809583336
30987,6298822.68590367
30988,5840182.910240178
30989,7655938.680614971
30990,9973900.911136735
30991,7641568.677567291
30992,4425456.973181889
30993,7049094.515373044
30994,4567207.723762322
30995,5737249.448305939
30996,6058408.28612779
30997,6982621.481676641
30998,5775600.733224301
30999,9924277.775194872
31000,7241401.183257859
31001,7254818.023547009
31002,7244122.63421465
31003,10333738.49924705
31004,4564294.737512698
31005,3126552.365952739
31006,4549128.541699003
31007,3864523.1722501707
31008,6302836.657307065
31009,5372050.912837357
31010,5470377.833888024
31011,5418414.881158543
31012,7254818.023547009
31013,11096637.694171581
31014,7912565.561593039
31015,5786516.959720899
31016,5418414.881158543
31017,9254167.644760638
31018,5463485.360081743
31019,5458808.436697055
31020,5043928.461883588
31021,11359765.206619525
31022,9858867.243349418
31023,9527133.70316833
31024,4558717.792872024
31025,8586977.505013298
31026,5401306.837812315
31027,5987757.1668312205
31028,3538505.602319259
31029,5676663.2424787525
31030,4681517.028343756
31031,7757103.248305008
31032,6723240.2747542355
31033,10245168.824465295
31034,6012580.064103598
31035,7419208.506329983
31036,5961336.641426405
31037,17024006.28457581
31038,4758016.394003834
31039,5767306.0757235885
31040,5273237.910449542
31041,4803261.283939481
31042,4313646.495145113
31043,5670240.830704798
31044,6012580.064103598
31045,5523249.955215326
31046,13552543.61517263
31047,8747084.433241196
31048,5709320.151618278
31049,4499445.313753874
31050,8648509.306966648
31051,5195708.842647543
31052,4406505.666418917
31053,15338747.717305908
31054,6528044.325741562
31055,5866888.906955787
31056,12172822.2355656
31057,7441544.0627544755
31058,9051976.162568677
31059,4308116.962588242
31060,7298481.566421095
31061,7800456.397353106
31062,5275929.086015584
31063,3615212.800331617
31064,4964867.778671131
31065,7879891.071830067
31066,4613743.53810217
31067,7636439.951718618
31068,5114620.270141231
31069,4526689.528785002
31070,4720935.189542101
31071,3299693.9715907592
31072,7945511.930871166
31073,3207287.2694347883
31074,6361351.782908249
31075,9123441.522184556
31076,5980275.549453368
31077,6058408.28612779
31078,4810045.576060805
31079,6678806.63773125
31080,6001769.65465262
31081,5913033.18501129
31082,9965495.976346808
31083,6312714.210432381
31084,9197225.165074795
31085,8207343.464762751
31086,4779441.110345774
31087,4632998.4437404685
31088,5765029.470663877
31089,4940071.853321651
31090,16430011.808685297
31091,3829997.7985937092
31092,6528044.325741562
31093,7893354.1408275515
31094,5978399.4794058865
31095,4673634.648287002
31096,17194776.360364765
31097,7075003.626685165
31098,6813503.171670743
31099,7027715.709213771
31100,5311449.887060931
31101,4523823.956450054
31102,5159431.5935310135
31103,8829866.348552901
31104,4873790.803052835
31105,8023025.834321348
31106,5961296.845343715
31107,13422528.282317987
31108,6101727.9853032855
31109,6874575.761869776
31110,9254167.644760638
31111,11022427.926935112
31112,4875859.606061363
31113,5046993.531612523
31114,4641038.01075841
31115,5002094.863464282
31116,5342729.256661584
31117,5214512.379589336
31118,4564294.737512698
31119,3330007.350377971
31120,5085389.251404702
31121,6502420.257161099
31122,5594120.407653158
31123,6086820.333950705
31124,5621861.448481486
31125,7036816.416950509
31126,13587588.971062418
31127,5195708.842647543
31128,5366003.835030575
31129,5298776.2211747365
31130,9645376.97262499
31131,8331487.728418408
31132,6583531.261677899
31133,8191711.931231434
31134,5980275.549453368
31135,7622840.752382862
31136,8880536.078083932
31137,5374402.9704152765
31138,5364765.562276564
31139,3732747.6048775604
31140,5829504.559789348
31141,5725279.438913182
31142,9254167.644760638
31143,5060425.729611415
31144,3732747.6048775604
31145,5479980.239118815
31146,5796215.481054886
31147,10747437.55858094
31148,8128203.821112107
31149,3207287.2694347883
31150,8892621.286259336
31151,4325015.577383629
31152,9661948.57900298
31153,5948263.726808606
31154,13693374.188589886
31155,5784238.2875715485
31156,6821467.705202164
31157,5420502.914231571
31158,6916788.482085356
31159,7072379.433518765
31160,5228819.245753352
31161,2785925.665848091
31162,5376858.612261241
31163,5549226.3668250395
31164,7544536.587743382
31165,7298481.566421095
31166,6934238.048322624
31167,5956608.453007852
31168,10238195.023223344
31169,5847260.628726973
31170,4701619.70513647
31171,10526103.144785915
31172,5002094.863464282
31173,8341258.504582753
31174,7329549.009421641
31175,15361320.94869388
31176,5222594.701954296
31177,8692051.788774695
31178,4694383.919245097
31179,3927698.489021228
31180,4506715.853774019
31181,7293158.821859939
31182,5041278.702104854
31183,8736513.335262153
31184,4700283.718426224
31185,4564294.737512698
31186,7020963.1861558305
31187,4675475.803609419
31188,5825964.266375264
31189,4595291.697570006
31190,6557614.347800117
31191,10066824.369261907
31192,4958905.42938143
31193,5516943.235433587
31194,12986578.462906154
31195,8088010.40217129
31196,4873790.803052835
31197,10549498.673999231
31198,5149801.494356049
31199,6001769.65465262
31200,8342778.01817406
31201,3767035.7354734014
31202,3571738.3406328578
31203,6595452.441099063
31204,3770924.8539703367
31205,8225561.738375794
31206,5519258.722718407
31207,4395203.200526994
31208,5070763.911253093
31209,5831167.071993652
31210,6338835.890736898
31211,8645375.687550412
31212,5724651.567369106
31213,9419067.145877881
31214,5971971.7062175665
31215,5945155.895900354
31216,7234091.48637649
31217,6528044.325741562
31218,9071749.201041497
31219,5936606.407726946
31220,6147766.6425113715
31221,3732747.6048775604
31222,6071422.177381788
31223,9527133.70316833
31224,6771242.717358252
31225,8257613.924211216
31226,6528044.325741562
31227,9527133.70316833
31228,7619039.64341139
31229,4926019.464730475
31230,5109462.285204586
31231,4301654.971049758
31232,4584243.792415833
31233,6001769.65465262
31234,4509205.047723399
31235,7268751.879404479
31236,6118935.892302744
31237,10335709.691428449
31238,6001769.65465262
31239,6082891.722778884
31240,5337254.697952613
31241,6001769.65465262
31242,7298481.566421095
31243,4767732.222529924
31244,6595452.441099063
31245,7050795.523293536
31246,9109235.49981459
31247,5948263.726808606
31248,6171516.3752616085
31249,9468511.616538625
31250,5139258.06152607
31251,6595452.441099063
31252,6595452.441099063
31253,8414805.188746262
31254,5487123.7661271095
31255,11076274.355414463
31256,5187445.502201579
31257,5819667.08588175
31258,6774853.455912978
31259,10413297.274126727
31260,6882802.037172608
31261,15283261.27339839
31262,7234091.48637649
31263,6693868.132774016
31264,4047483.470866921
31265,6095086.234747045
31266,7731814.662735841
31267,4687521.355099017
31268,4954277.722090635
31269,6850550.375732295
31270,4500089.010608634
31271,5997015.116296415
31272,10107150.100702953
31273,5864388.42969421
31274,5168650.841913567
31275,4980023.498387967
31276,5249920.079817638
31277,4265042.060784786
31278,8575324.027522711
31279,14603068.685555266
31280,5383159.204859799
31281,7072379.433518765
31282,11180342.536779119
31283,7254818.023547009
31284,4419906.3518593395
31285,7150295.904161294
31286,7065321.208200776
31287,9426705.555453796
31288,5633642.102087816
31289,9177598.74319315
31290,5549295.165262118
31291,5572305.684876693
31292,4964867.778671131
31293,7254818.023547009
31294,4139690.845821405
31295,13546289.497686746
31296,8922251.097344646
31297,5767306.0757235885
31298,6075152.1853372
31299,9468511.616538625
31300,5994287.678640705
31301,8881222.104853619
31302,5016703.945229764
31303,7415409.93096362
31304,6383466.7025329685
31305,9819120.081033913
31306,3409275.3089747336
31307,8529543.182646552
31308,6877907.070779355
31309,7042294.586391228
31310,34554272.54881826
31311,5095073.822530669
31312,5199024.804759123
31313,11240469.004403174
31314,6001769.65465262
31315,9426705.555453796
31316,9857024.594467048
31317,14601731.795885723
31318,6166786.153157135
31319,5971971.7062175665
31320,5683347.665850549
31321,10070031.437601555
31322,10245168.824465295
31323,6764788.2353146225
31324,7415409.93096362
31325,5330692.631722028
31326,4388861.708845721
31327,7415409.93096362
31328,12001713.600015227
31329,6267268.988470886
31330,8546634.401967522
31331,8397953.56946683
31332,4976633.637795813
31333,4772253.947966784
31334,5418414.881158543
31335,5031504.442887425
31336,7298641.65678847
31337,5549004.100780625
31338,4619233.612808365
31339,4690678.498141708
31340,4271216.864772027
31341,9468511.616538625
31342,6477866.606985535
31343,3211318.11802565
31344,3914046.5542885177
31345,7195745.533192383
31346,3724426.900845763
31347,7179698.579661967
31348,9846501.777123276
31349,11269213.175599314
31350,4477695.453472292
31351,4619594.8569786195
31352,8184324.898822493
31353,5008935.475991991
31354,5866228.722153363
31355,16385572.396486422
31356,4509205.047723399
31357,4613743.53810217
31358,3623790.583434294
31359,6536896.940477191
31360,19598360.979170248
31361,4369062.834217407
31362,9494716.393203232
31363,5002094.863464282
31364,5263495.7835980095
31365,3344644.6658488987
31366,6536435.635521602
31367,7916769.806012343
31368,5621861.448481486
31369,5484942.068571201
31370,8441973.397004986
31371,6988217.406072256
31372,6920034.654445908
31373,4542764.245533688
31374,5139258.06152607
31375,5027034.305531449
31376,6001769.65465262
31377,8822896.664421635
31378,5995774.17845897
31379,17210854.12459977
31380,4707604.919348949
31381,6857792.980476928
31382,5039038.793945671
31383,7655938.680614971
31384,16923676.349331476
31385,10598952.320965128
31386,6659389.121554074
31387,6782727.530746394
31388,7175694.1467323955
31389,4964867.778671131
31390,6910860.892656247
31391,5948263.726808606
31392,5943749.966029742
31393,7239060.448561266
31394,4235194.2087365
31395,5020437.088867227
31396,8294124.4955680845
31397,5235580.44360929
31398,2847795.597801221
31399,10627049.161681026
31400,5563496.456028214
31401,10658879.292199021
31402,9463149.388938276
31403,4613743.53810217
31404,4369062.834217407
31405,4313646.495145113
31406,7277630.285384992
31407,2825887.1930299154
31408,6528044.325741562
31409,6479707.845560932
31410,10277109.600666748
31411,6147784.231437983
31412,8829866.348552901
31413,8235467.46592833
31414,6255165.4467648845
31415,10245696.447987324
31416,5595246.199367881
31417,4662980.908676883
31418,7056109.613321716
31419,9525934.455334315
31420,5549453.934141512
31421,5339392.927295385
31422,6300763.253981903
31423,7934532.249668966
31424,28040872.51859729
31425,5425814.483005082
31426,4504923.9694676995
31427,4871346.563366229
31428,4427690.151668577
31429,8911213.350010717
31430,5321443.166536144
31431,6958012.786429501
31432,7268751.879404479
31433,6879783.281667458
31434,3732747.6048775604
31435,11176803.178489657
31436,8933149.167442039
31437,12550656.190876106
31438,7750448.129656792
31439,14207820.794055156
31440,5926424.289305855
31441,5844779.66509026
31442,10067707.651420146
31443,8137208.481601301
31444,5863476.887734976
31445,7960233.344848132
31446,11177783.852282263
31447,5310057.086538604
31448,8237289.784800104
31449,5348418.553302775
31450,5839024.541584966
31451,6698810.994890901
31452,9042088.56447698
31453,3413680.4645541604
31454,5682431.749065803
31455,7050795.523293536
31456,4964867.778671131
31457,6071491.659692104
31458,14970771.028956117
31459,5901101.608766083
31460,4613743.53810217
31461,5066911.197347487
31462,3515102.9931994067
31463,6958012.786429501
31464,5154651.163823356
31465,5604233.969962755
31466,42277469.32576422
31467,3299693.9715907592
31468,8839125.677614028
31469,4928256.133843811
31470,5002094.863464282
31471,9344305.79591414
31472,4124955.8712783363
31473,8589008.661815247
31474,5583652.335120111
31475,5288452.279266413
31476,20964062.835530378
31477,5676533.315455161
31478,4516164.018216487
31479,5263525.901648638
31480,7489780.610578531
31481,8596670.771765174
31482,8480593.040389854
31483,10288210.341058034
31484,8177638.591901961
31485,3892701.5197327603
31486,3380270.6530198604
31487,4265042.060784786
31488,11431993.409765996
31489,6805969.818314779
31490,4480548.89806021
31491,5483880.309129959
31492,6698810.994890901
31493,7409563.786941065
31494,5749260.932491824
31495,5142994.116812044
31496,6258441.303712343
31497,5374746.385201893
31498,6179785.315702416
31499,11322364.611038197
31500,9703446.740965407
31501,6447832.152309063
31502,6911730.921207836
31503,4737193.677711727
31504,6611246.425019034
31505,9002113.766807608
31506,6760847.575197286
31507,5574963.400882625
31508,7150861.908007362
31509,5056407.2696022475
31510,4989255.224913639
31511,5594173.7575971065
31512,7758656.931408021
31513,16093736.787599916
31514,12014150.09753386
31515,3370761.311191978
31516,9129586.34964136
31517,5260800.915889753
31518,6150704.690884029
31519,5299792.033196281
31520,5514428.875111814
31521,4942159.3645580355
31522,5633642.102087816
31523,6171428.091643158
31524,6620161.361262518
31525,10942075.658822618
31526,7146171.566688417
31527,6818787.982763761
31528,4843709.145570935
31529,5519074.50065783
31530,6528044.325741562
31531,8595908.352132514
31532,7277630.285384992
31533,11105742.444732884
31534,6980537.479790994
31535,7415409.93096362
31536,8167724.5278099645
31537,4613743.53810217
31538,5320768.2444915
31539,6075152.1853372
31540,9254167.644760638
31541,6547765.717326721
31542,5248493.360241757
31543,3344644.6658488987
31544,4964867.778671131
31545,7906463.193415629
31546,12275925.608203845
31547,6272339.478068243
31548,4937519.0320951985
31549,6547765.717326721
31550,4987347.581749617
31551,5297199.823993368
31552,5339978.544226344
31553,4637878.894769411
31554,6763620.631822424
31555,4853072.3087285245
31556,5235580.44360929
31557,5133952.825471847
31558,9426705.555453796
31559,4353756.389193424
31560,5767306.0757235885
31561,8606662.254151562
31562,28844149.934621625
31563,2924454.335380044
31564,7316998.73178355
31565,6844470.671563286
31566,5621861.448481486
31567,9031574.368895868
31568,6836335.846944966
31569,5717057.0505876755
31570,7635922.899181654
31571,5220533.11802461
31572,4053281.4512096676
31573,4880660.749800351
31574,8775794.110365849
31575,7234091.48637649
31576,6898191.992025305
31577,6356506.36961813
31578,5570647.912098847
31579,6267268.988470886
31580,6599951.262969317
31581,4871314.043728048
31582,5529410.957979693
31583,8279180.366101261
31584,4377191.212240967
31585,5971971.7062175665
31586,8976532.290772239
31587,10502418.953942865
31588,8996792.587601421
31589,4667674.817826558
31590,4973416.830438775
31591,6206712.287909883
31592,9857024.594467048
31593,8740838.603755409
31594,5016082.02456097
31595,5070241.665559254
31596,5083808.460681169
31597,5450033.101525633
31598,4848437.016863874
31599,6223788.900093403
31600,7055934.655497501
31601,10338036.18183329
31602,7471061.305206011
31603,8462116.57253038
31604,3102233.176466157
31605,4613743.53810217
31606,5488950.362308722
31607,6682635.74818872
31608,7254119.2651045965
31609,5277750.809993823
31610,6672701.169412999
31611,5543598.370138383
31612,5277750.809993823
31613,6086820.333950705
31614,13901295.559643785
31615,8988456.682031255
31616,8809797.121868217
31617,6012488.320112631
31618,6746574.677204709
31619,8857436.95271596
31620,4964867.778671131
31621,4475044.405150708
31622,15938339.473904068
31623,6519477.262102634
31624,5742548.274240463
31625,8180493.452335255
31626,5277750.809993823
31627,6831070.008615242
31628,7604724.394047712
31629,8431803.19902473
31630,4509205.047723399
31631,6528044.325741562
31632,7047783.741880115
31633,4470804.286678707
31634,5961404.863900533
31635,9857024.594467048
31636,5154651.163823356
31637,6112292.898269573
31638,5972558.352581334
31639,3770248.822548967
31640,10206180.522408234
31641,4617344.149476786
31642,3836197.5707188845
31643,5456091.619932273
31644,9751110.102068184
31645,7268751.879404479
31646,7734388.488977391
31647,5220533.11802461
31648,9362788.522399986
31649,4497952.291627708
31650,5664122.772332047
31651,13578314.11361152
31652,6258059.330426508
31653,4826090.839954834
31654,5194024.410963394
31655,5286278.994204245
31656,14200776.731245019
31657,5783642.560065655
31658,4928256.133843811
31659,6353882.049536759
31660,4691063.224564829
31661,5175995.648601901
31662,7254818.023547009
31663,4430672.292996281
31664,5331836.596998393
31665,4683897.28772552
31666,4803856.817954968
31667,5581299.18737504
31668,5608607.569928079
31669,9332318.713843655
31670,7254818.023547009
31671,6068429.402828574
31672,7517732.460646022
31673,8235467.46592833
31674,8196220.825656886
31675,9916992.763127089
31676,7021030.143597778
31677,5222594.701954296
31678,6575863.349006682
31679,7911788.36067833
31680,4170846.0194798424
31681,7009643.176535822
31682,5350117.339286
31683,5971971.7062175665
31684,6125691.259666421
31685,3575650.8858429394
31686,9743543.341477564
31687,7120619.7655084785
31688,8710714.626119416
31689,4617344.149476786
31690,5041278.702104854
31691,3710639.183571394
31692,4474895.036921584
31693,5646809.737796469
31694,6639654.456047902
31695,7254818.023547009
31696,2948853.120117763
31697,6836837.877497024
31698,2745966.153338429
31699,5310259.653004712
31700,5198890.935719121
31701,9752728.329015596
31702,5998828.376545681
31703,8768540.970084095
31704,4931471.949278132
31705,10222116.748087145
31706,5249920.079817638
31707,9551296.13037705
31708,6654329.3866659
31709,7038494.324736283
31710,8829866.348552901
31711,5661919.295852747
31712,7076272.22326408
31713,6547765.717326721
31714,5778730.148631681
31715,5961296.845343715
31716,5479980.239118815
31717,6420263.209285039
31718,4964867.778671131
31719,5533219.560750956
31720,5144681.624643293
31721,5150636.471720779
31722,5594120.407653158
31723,5980275.549453368
31724,5647337.513765901
31725,5041278.702104854
31726,14051109.22187175
31727,4315563.958450202
31728,5158108.17101255
31729,6561474.095370101
31730,4354404.159618796
31731,8393533.813139608
31732,6975845.759871162
31733,3886158.405227247
31734,4649845.322070667
